id,entidad,descripcion,monto,tipo,fecha
4704,Ministerio de Salud,Adquisición de medicamentos para hospitales,67339.36,Servicios,2024-09-28
4705,Ministerio de Transporte,Recolección de residuos sólidos,67320.91,Salud,2025-03-16
4706,Ministerio de Educación,Desarrollo de software educativo,46140.22,Servicios,2025-04-06
4707,Ministerio del Interior,Compra de luminarias LED para parques,92208.04,Infraestructura,2024-11-16
4708,Ministerio de Educación,Desarrollo de software educativo,35476.45,Ambiental,2025-04-04
4709,Ministerio de Educación,Catering para evento institucional,78658.08,Seguridad,2025-01-11
4710,Ministerio de Transporte,Impresión de materiales escolares,48837.71,Ambiental,2024-12-27
4711,Ministerio de Agricultura,Mantenimiento de carreteras nacionales,31749.48,Educación,2025-01-26
4712,Gobierno Regional,Adquisición de medicamentos para hospitales,67775.91,Educación,2024-09-02
4713,Ministerio del Interior,Consultoría para diseño de puente,62289.08,Educación,2025-04-07
4714,Ministerio de Salud,Recolección de residuos sólidos,60709.18,Infraestructura,2025-06-08
4715,Gobierno Regional,Instalación de cámaras de videovigilancia,52438.35,Ambiental,2025-07-11
4716,Ministerio de Transporte,Mejoramiento de sistemas de riego agrícola,48863.21,Seguridad,2025-05-29
4717,Ministerio de Transporte,Adquisición de equipos de cómputo,121651.16,Infraestructura,2024-09-09
4718,EsSalud,Desarrollo de software educativo,85527.7,Seguridad,2025-01-07
4719,Gobierno Regional,Desarrollo de software educativo,71684.81,Seguridad,2025-02-20
4720,Gobierno Regional,Compra de luminarias LED para parques,53353.97,Educación,2025-05-22
4721,Gobierno Local,Instalación de cámaras de videovigilancia,80214.72,Educación,2024-11-20
4722,Ministerio de Educación,Consultoría para diseño de puente,65539.84,Tecnología,2025-04-30
4723,Gobierno Regional,Impresión de materiales escolares,50786.14,Servicios,2025-08-02
4724,Ministerio de Educación,Contratación de servicios de limpieza,40893.07,Tecnología,2025-07-10
4725,Ministerio del Interior,Adquisición de medicamentos para hospitales,47572.48,Seguridad,2024-12-25
4726,Ministerio del Interior,Compra de equipos médicos de diagnóstico,1000.0,Infraestructura,2025-01-27
4727,Gobierno Local,Contratación de servicios de limpieza,56318.03,Salud,2025-02-09
4728,Gobierno Regional,Contratación de servicios de limpieza,35345.72,Seguridad,2024-12-09
4729,SUNAT,Mantenimiento de carreteras nacionales,97780.1,Tecnología,2025-03-18
4730,Ministerio de Salud,Catering para evento institucional,50580.32,Tecnología,2024-08-04
4731,Municipalidad,Compra de luminarias LED para parques,14331.1,Tecnología,2025-07-07
4732,Ministerio de Transporte,Consultoría para diseño de puente,48503.6,Salud,2025-05-31
4733,SUNAT,Impresión de materiales escolares,18616.37,Infraestructura,2025-06-29
4734,Municipalidad,Catering para evento institucional,64202.22,Salud,2025-05-15
4735,Municipalidad,Contratación de servicios de limpieza,58728.42,Servicios,2024-09-09
4736,Ministerio de Educación,Mantenimiento de carreteras nacionales,78735.19,Salud,2025-05-14
4737,Gobierno Regional,Adquisición de equipos de cómputo,26273.55,Tecnología,2025-01-29
4738,SUNAT,Recolección de residuos sólidos,51020.24,Ambiental,2025-04-07
4739,Municipalidad,Desarrollo de software educativo,9049.35,Ambiental,2025-04-18
4740,Gobierno Regional,Mantenimiento de carreteras nacionales,71044.84,Educación,2025-05-01
4741,SUNAT,Adquisición de medicamentos para hospitales,65566.14,Servicios,2024-12-21
4742,Municipalidad,Adquisición de uniformes policiales,64874.15,Ambiental,2025-06-30
4743,Gobierno Local,Mejoramiento de sistemas de riego agrícola,50048.57,Seguridad,2024-08-28
4744,Gobierno Regional,Consultoría para diseño de puente,62443.19,Servicios,2025-06-09
4745,Ministerio de Agricultura,Capacitación a personal administrativo,98130.17,Educación,2025-02-27
4746,Ministerio de Educación,Impresión de materiales escolares,41447.17,Salud,2025-01-05
4747,Ministerio del Interior,Compra de luminarias LED para parques,54159.36,Ambiental,2024-10-27
4748,Municipalidad,Mejoramiento de sistemas de riego agrícola,17416.21,Seguridad,2025-01-17
4749,Ministerio de Salud,Contratación de servicios de limpieza,23952.17,Seguridad,2025-06-20
4750,Ministerio de Salud,Adquisición de equipos de cómputo,52934.4,Tecnología,2024-10-25
4751,EsSalud,Adquisición de equipos de cómputo,83118.01,Tecnología,2025-02-12
4752,Ministerio de Agricultura,Adquisición de medicamentos para hospitales,42311.58,Infraestructura,2024-11-16
4753,Ministerio de Transporte,Recolección de residuos sólidos,42922.5,Ambiental,2024-12-07
4754,Gobierno Regional,Contratación de servicios de limpieza,37793.44,Ambiental,2025-06-21
4755,Ministerio de Transporte,Compra de equipos médicos de diagnóstico,33957.3,Ambiental,2024-11-22
4756,SUNAT,Instalación de cámaras de videovigilancia,58849.14,Salud,2024-12-13
4757,Ministerio de Educación,Consultoría para diseño de puente,5082.27,Ambiental,2025-03-04
4758,Ministerio de Agricultura,Mejoramiento de sistemas de riego agrícola,88428.19,Tecnología,2025-03-16
4759,SUNAT,Mantenimiento de carreteras nacionales,30037.33,Salud,2024-09-23
4760,Gobierno Regional,Adquisición de equipos de cómputo,71657.1,Salud,2025-03-11
4761,Ministerio del Interior,Desarrollo de software educativo,11900.04,Ambiental,2025-07-01
4762,EsSalud,Adquisición de uniformes policiales,70065.2,Servicios,2025-02-08
4763,Ministerio de Transporte,Impresión de materiales escolares,70158.34,Servicios,2025-06-06
4764,Gobierno Local,Consultoría para diseño de puente,61526.06,Infraestructura,2024-12-15
4765,SUNAT,Mantenimiento de carreteras nacionales,20167.14,Servicios,2025-07-17
4766,SUNAT,Adquisición de medicamentos para hospitales,57486.45,Educación,2025-04-26
4767,Gobierno Regional,Consultoría para diseño de puente,14508.31,Infraestructura,2025-05-27
4768,EsSalud,Impresión de materiales escolares,42417.1,Educación,2024-08-22
4769,Ministerio de Salud,Contratación de servicios de limpieza,80882.39,Tecnología,2024-08-21
4770,Ministerio del Interior,Adquisición de medicamentos para hospitales,73901.06,Tecnología,2024-09-11
4771,Ministerio de Educación,Desarrollo de software educativo,50455.49,Ambiental,2025-04-04
4772,SUNAT,Compra de equipos médicos de diagnóstico,20755.8,Salud,2025-06-04
4773,EsSalud,Capacitación a personal administrativo,69367.63,Salud,2025-06-24
4774,Ministerio del Interior,Recolección de residuos sólidos,50581.44,Servicios,2025-01-29
4775,Gobierno Regional,Mantenimiento de carreteras nacionales,1000.0,Infraestructura,2024-08-10
4776,Ministerio de Transporte,Recolección de residuos sólidos,73478.89,Ambiental,2024-09-21
4777,Ministerio de Transporte,Recolección de residuos sólidos,49273.01,Tecnología,2025-07-30
4778,SUNAT,Capacitación a personal administrativo,86073.54,Ambiental,2025-07-03
4779,Ministerio de Agricultura,Compra de equipos médicos de diagnóstico,17141.88,Seguridad,2024-10-04
4780,Municipalidad,Catering para evento institucional,1000.0,Tecnología,2025-01-22
4781,Ministerio de Salud,Mantenimiento de carreteras nacionales,58372.52,Ambiental,2025-01-28
4782,Ministerio de Educación,Desarrollo de software educativo,58746.91,Servicios,2024-08-04
4783,Gobierno Regional,Compra de equipos médicos de diagnóstico,1000.0,Servicios,2025-01-17
4784,Ministerio del Interior,Consultoría para diseño de puente,20645.01,Ambiental,2024-10-21
4785,Ministerio de Agricultura,Adquisición de equipos de cómputo,132656.53,Tecnología,2025-04-28
4786,Gobierno Regional,Adquisición de equipos de cómputo,40831.68,Ambiental,2025-07-23
4787,Ministerio de Educación,Mejoramiento de sistemas de riego agrícola,71928.77,Seguridad,2024-09-24
4788,Gobierno Local,Adquisición de uniformes policiales,30480.21,Tecnología,2025-07-12
4789,Ministerio de Salud,Compra de luminarias LED para parques,1000.0,Tecnología,2025-04-13
4790,Gobierno Local,Compra de equipos médicos de diagnóstico,44892.25,Salud,2024-11-29
4791,Gobierno Local,Contratación de servicios de limpieza,42031.86,Infraestructura,2024-10-04
4792,Ministerio de Educación,Instalación de cámaras de videovigilancia,38003.65,Tecnología,2025-07-09
4793,Ministerio de Educación,Adquisición de medicamentos para hospitales,46560.77,Infraestructura,2025-08-01
4794,SUNAT,Mejoramiento de sistemas de riego agrícola,57928.05,Infraestructura,2025-07-10
4795,SUNAT,Capacitación a personal administrativo,45496.49,Servicios,2024-11-18
4796,Ministerio de Transporte,Desarrollo de software educativo,12079.81,Seguridad,2024-09-09
4797,Ministerio del Interior,Recolección de residuos sólidos,64585.54,Educación,2025-04-15
4798,Ministerio de Salud,Consultoría para diseño de puente,1000.0,Tecnología,2024-12-21
4799,Gobierno Regional,Instalación de cámaras de videovigilancia,1000.0,Ambiental,2024-11-09
4800,Gobierno Local,Mantenimiento de carreteras nacionales,72175.41,Salud,2024-09-05
4801,EsSalud,Adquisición de equipos de cómputo,65210.61,Infraestructura,2024-12-26
4802,Ministerio del Interior,Adquisición de equipos de cómputo,48278.14,Educación,2025-04-19
4803,Gobierno Regional,Contratación de servicios de limpieza,8136.54,Ambiental,2025-07-21
4804,EsSalud,Impresión de materiales escolares,28762.67,Infraestructura,2025-04-13
4805,EsSalud,Instalación de cámaras de videovigilancia,42117.6,Educación,2024-10-07
4806,Ministerio de Salud,Impresión de materiales escolares,2123.18,Tecnología,2024-08-24
4807,Ministerio de Educación,Adquisición de medicamentos para hospitales,27829.14,Servicios,2025-01-04
4808,Municipalidad,Compra de luminarias LED para parques,69569.91,Tecnología,2025-04-03
4809,Ministerio de Transporte,Adquisición de equipos de cómputo,92819.16,Ambiental,2024-11-30
4810,SUNAT,Adquisición de uniformes policiales,37416.96,Ambiental,2025-05-12
4811,Ministerio de Educación,Impresión de materiales escolares,72694.65,Tecnología,2025-05-02
4812,Ministerio de Agricultura,Adquisición de uniformes policiales,1000.0,Educación,2025-05-24
4813,Ministerio de Educación,Mantenimiento de carreteras nacionales,69783.54,Infraestructura,2024-11-02
4814,SUNAT,Adquisición de uniformes policiales,25881.55,Servicios,2025-01-17
4815,Gobierno Regional,Compra de luminarias LED para parques,59220.37,Educación,2025-04-15
4816,Gobierno Regional,Compra de luminarias LED para parques,42567.43,Ambiental,2024-09-08
4817,Ministerio del Interior,Recolección de residuos sólidos,89612.42,Tecnología,2025-05-04
4818,Ministerio del Interior,Instalación de cámaras de videovigilancia,23766.93,Servicios,2024-09-09
4819,Gobierno Local,Mejoramiento de sistemas de riego agrícola,68828.19,Tecnología,2024-08-04
4820,Ministerio de Transporte,Mantenimiento de carreteras nacionales,41614.78,Tecnología,2024-10-25
4821,Ministerio de Transporte,Mantenimiento de carreteras nacionales,45250.84,Seguridad,2025-02-05
4822,Ministerio de Salud,Contratación de servicios de limpieza,44484.38,Ambiental,2024-09-03
4823,Ministerio de Transporte,Consultoría para diseño de puente,24629.81,Seguridad,2024-09-24
4824,Gobierno Local,Mejoramiento de sistemas de riego agrícola,49577.03,Educación,2025-03-22
4825,Ministerio de Transporte,Instalación de cámaras de videovigilancia,48120.55,Ambiental,2024-10-30
4826,Ministerio de Agricultura,Contratación de servicios de limpieza,57237.21,Tecnología,2025-02-21
4827,Ministerio de Salud,Instalación de cámaras de videovigilancia,52535.15,Servicios,2025-04-25
4828,Ministerio del Interior,Compra de equipos médicos de diagnóstico,73939.84,Infraestructura,2025-01-23
4829,SUNAT,Compra de luminarias LED para parques,77705.26,Ambiental,2024-08-07
4830,Ministerio de Transporte,Compra de equipos médicos de diagnóstico,18481.3,Tecnología,2024-08-07
4831,SUNAT,Mantenimiento de carreteras nacionales,76063.18,Servicios,2025-05-01
4832,SUNAT,Adquisición de uniformes policiales,14409.91,Tecnología,2024-12-15
4833,Ministerio del Interior,Adquisición de medicamentos para hospitales,67635.68,Servicios,2025-06-17
4834,EsSalud,Compra de luminarias LED para parques,68592.16,Servicios,2024-09-19
4835,Municipalidad,Mejoramiento de sistemas de riego agrícola,1000.0,Seguridad,2025-07-04
4836,Municipalidad,Recolección de residuos sólidos,52789.38,Tecnología,2025-01-15
4837,Ministerio del Interior,Instalación de cámaras de videovigilancia,35945.12,Infraestructura,2025-04-30
4838,Ministerio de Salud,Mejoramiento de sistemas de riego agrícola,27237.04,Ambiental,2024-09-24
4839,Ministerio de Salud,Adquisición de medicamentos para hospitales,90525.57,Salud,2025-02-05
4840,Gobierno Regional,Desarrollo de software educativo,30389.63,Servicios,2024-08-31
4841,Ministerio de Agricultura,Capacitación a personal administrativo,25808.69,Seguridad,2024-10-31
4842,Gobierno Local,Impresión de materiales escolares,52270.85,Servicios,2024-12-30
4843,Gobierno Regional,Contratación de servicios de limpieza,70567.69,Ambiental,2024-09-07
4844,EsSalud,Compra de luminarias LED para parques,45750.54,Ambiental,2025-05-14
4845,EsSalud,Contratación de servicios de limpieza,84991.12,Seguridad,2025-06-13
4846,Ministerio del Interior,Capacitación a personal administrativo,65929.27,Salud,2024-09-12
4847,Gobierno Local,Adquisición de uniformes policiales,1000.0,Infraestructura,2024-09-13
4848,Ministerio del Interior,Adquisición de equipos de cómputo,34115.99,Infraestructura,2024-12-03
4849,Ministerio del Interior,Mejoramiento de sistemas de riego agrícola,33144.74,Servicios,2024-12-24
4850,Ministerio de Agricultura,Catering para evento institucional,64380.83,Ambiental,2025-07-12
4851,EsSalud,Mantenimiento de carreteras nacionales,1000.0,Seguridad,2024-11-28
4852,Gobierno Regional,Compra de luminarias LED para parques,126470.29,Salud,2024-09-26
4853,Gobierno Local,Desarrollo de software educativo,65930.78,Ambiental,2024-12-30
4854,Municipalidad,Capacitación a personal administrativo,54466.3,Educación,2025-05-31
4855,Gobierno Regional,Impresión de materiales escolares,85447.03,Infraestructura,2025-06-15
4856,Ministerio de Transporte,Mantenimiento de carreteras nacionales,120309.62,Salud,2025-05-23
4857,Ministerio del Interior,Adquisición de medicamentos para hospitales,76122.4,Seguridad,2025-07-09
4858,Gobierno Local,Catering para evento institucional,78464.39,Salud,2024-09-24
4859,Gobierno Local,Adquisición de equipos de cómputo,53920.7,Educación,2025-04-10
4860,Ministerio de Transporte,Contratación de servicios de limpieza,45754.23,Ambiental,2025-04-23
4861,Ministerio de Salud,Adquisición de equipos de cómputo,35726.14,Seguridad,2024-09-28
4862,Gobierno Regional,Consultoría para diseño de puente,25216.64,Seguridad,2024-08-30
4863,Ministerio de Educación,Catering para evento institucional,29389.58,Infraestructura,2025-02-26
4864,EsSalud,Recolección de residuos sólidos,9483.32,Infraestructura,2025-03-10
4865,Ministerio de Agricultura,Capacitación a personal administrativo,47723.86,Infraestructura,2024-08-07
4866,Ministerio del Interior,Desarrollo de software educativo,1000.0,Servicios,2025-03-29
4867,Ministerio de Salud,Recolección de residuos sólidos,55727.5,Salud,2025-04-13
4868,Gobierno Regional,Instalación de cámaras de videovigilancia,48910.08,Salud,2024-10-06
4869,Gobierno Local,Capacitación a personal administrativo,54408.06,Salud,2025-01-21
4870,Ministerio de Transporte,Consultoría para diseño de puente,34336.05,Educación,2024-12-18
4871,Ministerio de Transporte,Mantenimiento de carreteras nacionales,142305.81,Infraestructura,2025-05-11
4872,Municipalidad,Recolección de residuos sólidos,90803.48,Infraestructura,2024-10-25
4873,Ministerio de Transporte,Mantenimiento de carreteras nacionales,12663.72,Ambiental,2025-04-04
4874,Ministerio de Educación,Mejoramiento de sistemas de riego agrícola,56986.04,Tecnología,2025-05-21
4875,EsSalud,Adquisición de uniformes policiales,31759.82,Salud,2024-10-01
4876,SUNAT,Desarrollo de software educativo,19565.61,Salud,2025-07-27
4877,Ministerio del Interior,Mantenimiento de carreteras nacionales,9797.84,Ambiental,2025-01-10
4878,Ministerio de Transporte,Compra de equipos médicos de diagnóstico,62966.5,Seguridad,2025-03-31
4879,Ministerio del Interior,Adquisición de uniformes policiales,29558.59,Servicios,2025-04-27
4880,SUNAT,Desarrollo de software educativo,79034.78,Infraestructura,2025-01-22
4881,Gobierno Regional,Recolección de residuos sólidos,79813.47,Salud,2025-07-03
4882,Gobierno Regional,Instalación de cámaras de videovigilancia,91217.43,Educación,2024-10-27
4883,Gobierno Local,Capacitación a personal administrativo,24428.4,Salud,2024-09-06
4884,Ministerio de Transporte,Impresión de materiales escolares,64260.97,Servicios,2025-07-18
4885,SUNAT,Contratación de servicios de limpieza,68973.63,Educación,2024-09-12
4886,Ministerio de Agricultura,Adquisición de medicamentos para hospitales,35774.65,Infraestructura,2024-09-27
4887,Ministerio de Agricultura,Adquisición de equipos de cómputo,26846.84,Servicios,2025-05-23
4888,Ministerio de Transporte,Compra de equipos médicos de diagnóstico,98285.62,Educación,2024-09-20
4889,Ministerio de Salud,Compra de luminarias LED para parques,56824.88,Salud,2025-03-20
4890,Ministerio de Agricultura,Compra de luminarias LED para parques,69079.03,Tecnología,2025-05-14
4891,Gobierno Regional,Compra de equipos médicos de diagnóstico,25337.72,Tecnología,2024-12-31
4892,Ministerio de Educación,Mantenimiento de carreteras nacionales,13421.47,Infraestructura,2024-12-18
4893,Ministerio de Salud,Impresión de materiales escolares,32916.51,Infraestructura,2025-01-17
4894,EsSalud,Mantenimiento de carreteras nacionales,46279.36,Seguridad,2024-12-04
4895,Gobierno Regional,Recolección de residuos sólidos,18073.4,Servicios,2025-06-07
4896,SUNAT,Compra de equipos médicos de diagnóstico,49704.66,Salud,2024-09-27
4897,Ministerio de Educación,Adquisición de equipos de cómputo,1000.0,Educación,2024-11-08
4898,Municipalidad,Consultoría para diseño de puente,16398.58,Seguridad,2024-11-19
4899,SUNAT,Adquisición de uniformes policiales,70127.34,Educación,2025-04-11
4900,Ministerio del Interior,Mejoramiento de sistemas de riego agrícola,68113.72,Infraestructura,2024-09-05
4901,Municipalidad,Catering para evento institucional,38243.7,Infraestructura,2024-11-08
4902,Municipalidad,Adquisición de uniformes policiales,19467.07,Salud,2025-03-06
4903,Gobierno Local,Desarrollo de software educativo,19177.89,Tecnología,2025-03-25
4904,Gobierno Local,Recolección de residuos sólidos,38801.95,Infraestructura,2025-03-25
4905,EsSalud,Adquisición de equipos de cómputo,69335.55,Ambiental,2025-05-11
4906,Ministerio del Interior,Mejoramiento de sistemas de riego agrícola,77847.37,Ambiental,2025-03-27
4907,Ministerio del Interior,Contratación de servicios de limpieza,35104.05,Seguridad,2024-11-22
4908,Municipalidad,Capacitación a personal administrativo,15395.23,Servicios,2025-06-02
4909,Gobierno Local,Mantenimiento de carreteras nacionales,58035.31,Educación,2025-08-04
4910,Ministerio del Interior,Adquisición de uniformes policiales,25293.95,Infraestructura,2025-04-29
4911,Gobierno Local,Impresión de materiales escolares,34452.42,Servicios,2024-08-14
4912,Ministerio de Transporte,Consultoría para diseño de puente,89758.28,Infraestructura,2025-06-29
4913,Ministerio de Salud,Compra de luminarias LED para parques,74813.46,Servicios,2025-06-28
4914,Gobierno Local,Adquisición de uniformes policiales,54739.23,Servicios,2025-04-16
4915,Gobierno Local,Capacitación a personal administrativo,11842.43,Seguridad,2025-07-10
4916,Ministerio de Agricultura,Impresión de materiales escolares,56341.9,Ambiental,2024-11-29
4917,Ministerio de Salud,Mantenimiento de carreteras nacionales,81879.72,Infraestructura,2024-10-22
4918,Ministerio de Educación,Adquisición de uniformes policiales,38730.99,Tecnología,2025-02-21
4919,Gobierno Regional,Impresión de materiales escolares,90533.42,Infraestructura,2025-03-27
4920,Ministerio de Transporte,Compra de equipos médicos de diagnóstico,88782.36,Seguridad,2025-02-17
4921,Ministerio de Educación,Impresión de materiales escolares,99911.98,Infraestructura,2024-10-16
4922,Ministerio de Educación,Mantenimiento de carreteras nacionales,59157.29,Salud,2025-05-21
4923,Ministerio de Educación,Adquisición de equipos de cómputo,67621.75,Salud,2025-01-03
4924,Ministerio de Educación,Compra de equipos médicos de diagnóstico,92425.62,Ambiental,2024-11-26
4925,Gobierno Local,Desarrollo de software educativo,63421.82,Servicios,2025-04-11
4926,EsSalud,Compra de luminarias LED para parques,34962.98,Salud,2024-08-25
4927,Ministerio del Interior,Recolección de residuos sólidos,36543.71,Educación,2025-06-04
4928,EsSalud,Compra de luminarias LED para parques,57156.65,Infraestructura,2025-07-18
4929,Ministerio de Transporte,Compra de luminarias LED para parques,11283.16,Servicios,2025-06-08
4930,Gobierno Local,Mejoramiento de sistemas de riego agrícola,45702.23,Tecnología,2024-11-04
4931,Ministerio de Transporte,Contratación de servicios de limpieza,82896.41,Seguridad,2025-02-12
4932,Ministerio del Interior,Instalación de cámaras de videovigilancia,1000.0,Tecnología,2024-12-31
4933,Ministerio del Interior,Impresión de materiales escolares,96034.46,Tecnología,2024-09-16
4934,Ministerio de Educación,Compra de equipos médicos de diagnóstico,83671.23,Infraestructura,2024-11-05
4935,Ministerio de Salud,Desarrollo de software educativo,36207.06,Ambiental,2025-02-14
4936,SUNAT,Adquisición de medicamentos para hospitales,66301.72,Servicios,2025-04-08
4937,Ministerio del Interior,Mantenimiento de carreteras nacionales,50094.43,Salud,2025-03-22
4938,SUNAT,Catering para evento institucional,86899.71,Educación,2024-08-31
4939,Ministerio de Educación,Contratación de servicios de limpieza,79480.49,Ambiental,2025-02-25
4940,EsSalud,Contratación de servicios de limpieza,7997.88,Salud,2025-07-15
4941,Municipalidad,Adquisición de medicamentos para hospitales,67617.87,Seguridad,2024-08-08
4942,Gobierno Local,Adquisición de medicamentos para hospitales,43831.16,Ambiental,2024-12-22
4943,Municipalidad,Catering para evento institucional,52484.98,Tecnología,2025-08-01
4944,Ministerio del Interior,Adquisición de medicamentos para hospitales,28154.84,Educación,2024-12-04
4945,Ministerio de Agricultura,Adquisición de medicamentos para hospitales,102444.11,Servicios,2024-09-24
4946,Ministerio de Salud,Mantenimiento de carreteras nacionales,81201.85,Ambiental,2025-01-01
4947,Ministerio de Transporte,Capacitación a personal administrativo,27806.87,Tecnología,2025-07-04
4948,Ministerio del Interior,Adquisición de equipos de cómputo,9961.68,Servicios,2025-06-25
4949,Municipalidad,Impresión de materiales escolares,38429.82,Tecnología,2025-03-12
4950,Ministerio de Educación,Adquisición de uniformes policiales,63035.08,Salud,2025-01-14
4951,Ministerio de Agricultura,Desarrollo de software educativo,57206.18,Servicios,2024-12-23
4952,SUNAT,Contratación de servicios de limpieza,87593.98,Salud,2025-03-04
4953,Ministerio del Interior,Recolección de residuos sólidos,73697.59,Seguridad,2025-04-26
4954,SUNAT,Consultoría para diseño de puente,79087.07,Tecnología,2024-10-10
4955,Ministerio de Transporte,Capacitación a personal administrativo,59805.66,Servicios,2025-05-27
4956,Gobierno Local,Mantenimiento de carreteras nacionales,8321.04,Salud,2025-02-02
4957,EsSalud,Adquisición de medicamentos para hospitales,44129.04,Tecnología,2025-05-30
4958,Ministerio de Salud,Catering para evento institucional,81802.69,Salud,2024-09-01
4959,Ministerio de Educación,Capacitación a personal administrativo,48454.31,Seguridad,2024-08-10
4960,Ministerio del Interior,Compra de equipos médicos de diagnóstico,65092.71,Infraestructura,2025-03-20
4961,Ministerio de Transporte,Compra de equipos médicos de diagnóstico,40437.55,Seguridad,2024-08-30
4962,Ministerio de Educación,Capacitación a personal administrativo,19105.64,Educación,2024-08-09
4963,Ministerio de Salud,Mejoramiento de sistemas de riego agrícola,46299.68,Seguridad,2024-11-13
4964,Ministerio de Salud,Recolección de residuos sólidos,59271.42,Tecnología,2024-10-26
4965,Ministerio de Salud,Mantenimiento de carreteras nacionales,30329.37,Salud,2024-08-19
4966,Municipalidad,Mantenimiento de carreteras nacionales,42928.66,Servicios,2025-07-28
4967,Ministerio de Educación,Adquisición de equipos de cómputo,21816.1,Educación,2024-08-27
4968,Ministerio del Interior,Recolección de residuos sólidos,83577.35,Seguridad,2025-06-06
4969,Gobierno Regional,Mejoramiento de sistemas de riego agrícola,41166.33,Infraestructura,2025-01-05
4970,Gobierno Local,Consultoría para diseño de puente,93582.67,Salud,2025-02-16
4971,Gobierno Regional,Impresión de materiales escolares,95862.44,Tecnología,2024-11-23
4972,Gobierno Regional,Desarrollo de software educativo,47568.62,Educación,2025-04-05
4973,Ministerio del Interior,Instalación de cámaras de videovigilancia,19746.54,Ambiental,2025-05-07
4974,Ministerio de Transporte,Compra de luminarias LED para parques,1000.0,Educación,2025-02-14
4975,EsSalud,Contratación de servicios de limpieza,5838.89,Ambiental,2025-05-28
4976,SUNAT,Recolección de residuos sólidos,8784.96,Servicios,2025-01-12
4977,SUNAT,Compra de equipos médicos de diagnóstico,91354.09,Salud,2025-01-15
4978,Municipalidad,Desarrollo de software educativo,53474.74,Servicios,2025-05-03
4979,Ministerio de Transporte,Impresión de materiales escolares,61688.14,Educación,2025-01-07
4980,EsSalud,Instalación de cámaras de videovigilancia,1000.0,Seguridad,2024-09-05
4981,EsSalud,Adquisición de equipos de cómputo,14061.01,Salud,2025-04-09
4982,Ministerio de Transporte,Consultoría para diseño de puente,76612.39,Salud,2025-02-28
4983,EsSalud,Adquisición de medicamentos para hospitales,58603.22,Seguridad,2025-02-28
4984,EsSalud,Consultoría para diseño de puente,45583.84,Tecnología,2025-03-31
4985,Ministerio del Interior,Compra de equipos médicos de diagnóstico,66945.27,Ambiental,2024-10-02
4986,Ministerio de Transporte,Impresión de materiales escolares,99073.93,Infraestructura,2024-11-19
4987,Gobierno Local,Desarrollo de software educativo,43368.73,Educación,2024-09-05
4988,Ministerio de Agricultura,Capacitación a personal administrativo,52081.09,Servicios,2024-12-02
4989,Municipalidad,Adquisición de equipos de cómputo,55777.91,Ambiental,2024-09-03
4990,Gobierno Regional,Capacitación a personal administrativo,121763.29,Educación,2025-02-18
4991,Ministerio de Transporte,Mejoramiento de sistemas de riego agrícola,1000.0,Infraestructura,2025-07-27
4992,EsSalud,Mejoramiento de sistemas de riego agrícola,70496.69,Servicios,2024-10-21
4993,Ministerio del Interior,Consultoría para diseño de puente,46555.93,Tecnología,2025-06-13
4994,Gobierno Local,Compra de luminarias LED para parques,67003.15,Infraestructura,2024-10-03
4995,Ministerio del Interior,Compra de equipos médicos de diagnóstico,30278.82,Salud,2025-02-28
4996,Municipalidad,Adquisición de uniformes policiales,48531.05,Infraestructura,2024-12-08
4997,Municipalidad,Capacitación a personal administrativo,71342.32,Educación,2025-01-02
4998,Ministerio de Transporte,Catering para evento institucional,143387.31,Ambiental,2025-03-19
4999,Ministerio de Transporte,Adquisición de equipos de cómputo,74241.09,Salud,2025-04-07
5000,EsSalud,Adquisición de medicamentos para hospitales,24558.03,Ambiental,2025-05-27
5001,Gobierno Regional,Recolección de residuos sólidos,37287.21,Salud,2025-06-24
5002,SUNAT,Instalación de cámaras de videovigilancia,36397.58,Educación,2025-04-13
5003,SUNAT,Impresión de materiales escolares,1000.0,Servicios,2025-04-25
5004,Ministerio de Transporte,Mejoramiento de sistemas de riego agrícola,40097.29,Educación,2025-04-10
5005,Ministerio de Transporte,Impresión de materiales escolares,71984.87,Ambiental,2024-08-29
5006,EsSalud,Catering para evento institucional,11773.04,Ambiental,2024-12-02
5007,Ministerio de Agricultura,Adquisición de uniformes policiales,81454.48,Educación,2025-05-02
5008,Ministerio de Educación,Adquisición de medicamentos para hospitales,64633.24,Ambiental,2025-01-20
5009,Municipalidad,Impresión de materiales escolares,27973.0,Salud,2025-05-14
5010,Ministerio de Salud,Instalación de cámaras de videovigilancia,45754.11,Ambiental,2025-06-28
5011,Ministerio del Interior,Compra de equipos médicos de diagnóstico,97949.65,Servicios,2024-11-04
5012,EsSalud,Adquisición de uniformes policiales,72006.43,Infraestructura,2024-08-26
5013,Gobierno Local,Recolección de residuos sólidos,50263.51,Educación,2024-11-06
5014,Gobierno Local,Consultoría para diseño de puente,42869.5,Educación,2024-09-06
5015,Ministerio del Interior,Mantenimiento de carreteras nacionales,52298.27,Seguridad,2025-07-29
5016,Ministerio de Salud,Instalación de cámaras de videovigilancia,34647.09,Infraestructura,2025-01-19
5017,Ministerio de Transporte,Compra de equipos médicos de diagnóstico,1000.0,Salud,2024-09-18
5018,Ministerio de Salud,Mejoramiento de sistemas de riego agrícola,111265.34,Salud,2025-01-27
5019,Gobierno Local,Recolección de residuos sólidos,54659.75,Infraestructura,2025-03-29
